,Name,Developer,CriticScore,UserScore,GlobalSale,ReleaseDate
1078,Star Trek: Tactical Assault,"Quicksilver Software, Inc.",N/A,N/A,0.0,2006-11-14
1079,Catz,Powerhead Games,N/A,N/A,0.5,2006-11-30
1080,Open Season,Ubisoft Montreal,5.0,N/A,0.0,2006-11-30
1081,Hamsterz Life,Unknown,N/A,N/A,0.4,2006-11-28
1082,Horsez,MTO,4.0,N/A,0.4,2006-11-28
1083,Tom Clancy's Splinter Cell: Double Agent,Ubisoft Montreal,N/A,N/A,0.1,2006-11-28
1084,Asphalt: Urban GT 2,Virtuos / Game Source,N/A,N/A,0.1,2006-11-14
1085,Harvest Moon: Magical Melody,Marvelous Interactive,8.0,N/A,0.2,2006-03-28
1087,Dogz,MTO,N/A,N/A,0.5,2006-11-22
1088,Tom Clancy's Rainbow Six: Vegas,Ubisoft Montreal,8.8,N/A,1.9,2006-11-20
1089,Monster 4x4: World Circuit,Ubisoft Montreal,N/A,N/A,0.8,2006-11-19
1090,Red Steel,Ubisoft Paris,5.9,7.8,0.6,2006-11-19
1095,GT Pro Series,MTO,3.7,N/A,0.5,2006-11-14
1100,Tom Clancy's Splinter Cell: Double Agent,Ubisoft Shanghai,N/A,N/A,0.0,2006-11-07
1101,Mind Quiz,Sega,N/A,N/A,0.0,2006-10-31
1102,Age of Empires: Collector's Edition,Ensemble Studios,N/A,N/A,0.1,2000-11-02
1103,Dark Messiah Might and Magic,Arkane Studios / Floodgate Entertainment / Kuju Entertainment,7.3,N/A,0.0,2006-10-24
1105,Tom Clancy's Splinter Cell: Double Agent,Ubisoft Montreal,5.6,N/A,0.0,2006-10-26
1107,Pippa Funnell: Take The Reins,Lexis Numerique,N/A,N/A,0.0,2006-10-26
1108,Untold Legends: The Warriors Code,Sony Online Entertainment,6.8,N/A,0.3,2006-03-28
1110,Tom Clancy's Splinter Cell: Double Agent,Ubisoft Shanghai,8.5,8.3,0.7,2006-10-17
1111,Dogz Fashion,MTO,N/A,N/A,0.0,2006-09-19
1112,Import Tuner Challenge (American sales),Genki,6.4,N/A,0.0,2006-09-26
1113,Open Season,Ubisoft Montreal,7.4,N/A,0.1,2006-09-19
1114,Open Season,Ubisoft Montreal,6.4,N/A,0.0,2006-09-19
1115,Open Season,Ubisoft Montreal,6.4,N/A,0.1,2006-09-19
1116,Import Tuner Challenge (JP sales),Genki,N/A,N/A,0.0,2006-09-26
1117,The Settlers II 10th Anniversary,Blue Byte,N/A,N/A,0.0,2006-09-22
1118,Open Season,Ubisoft Montreal,6.4,N/A,0.0,2006-09-19
1119,Open Season,Ubisoft Montreal,6.4,N/A,0.0,2006-09-19
1120,Open Season,Ubisoft Montreal,6.7,N/A,0.0,2006-09-19
1121,Open Season,Ubisoft Montreal,7.6,N/A,0.0,2006-09-19
1122,Open Season,Ubisoft Montreal,5.7,N/A,0.1,2006-09-19
1123,Call of Juarez,Techland,6.7,N/A,0.0,2007-06-12
1124,Faces of War,Best Way,N/A,N/A,0.0,2006-09-12
1125,Mind Quiz: Your Brain Coach,Sega,N/A,N/A,0.0,2007-03-13
1127,Enchanted Arms,From Software,6.9,N/A,0.1,2006-08-29
1128,Enchanted Arms (jp sales),From Software,N/A,N/A,0.0,2006-08-29
1130,Pirates of the Caribbean: The Legend of Jack Sparrow,California Seven Studios,N/A,N/A,0.2,2006-06-28
1131,Devil May Cry 3: Dante's Awakening Special Edition,Capcom,7.1,N/A,0.0,2006-10-16
1133,Over G Fighters,Taito Corporation,5.1,N/A,0.2,2006-06-27
1135,And1 Streetball,Unknown,N/A,N/A,0.0,2006-06-06
1136,And1 Streetball,Black Ops Entertainment,N/A,N/A,0.2,2006-06-06
1137,Astonishia Story,Sonnori,4.8,N/A,0.0,2006-06-06
1138,Heroes of Might and Magic V,Nival Interactive,N/A,N/A,0.0,2006-05-24
1140,Paradise,White Birds Productions,N/A,N/A,0.0,2006-05-03
1141,Tom Clancy's Ghost Recon Advanced Warfighter,GRIN,N/A,N/A,0.0,2006-05-03
1143,Lost Magic,Taito Corporation,N/A,N/A,0.1,2006-04-25
1145,IL-2 Sturmovik Series: Complete Edition,1C: Maddox Games,N/A,N/A,0.0,2006-03-31
1146,Tom Clancy's Ghost Recon: Advanced Warfighter,Ubisoft Shanghai,N/A,N/A,0.0,2006-03-28
1147,Blazing Angels: Squadrons of WWII,Ubisoft Romania,6.9,N/A,0.0,2006-03-28
1148,Far Cry Instincts Evolution,Ubisoft Montreal,N/A,N/A,0.0,2006-03-28
1149,Far Cry Instincts Predator,Ubisoft Montreal,8.0,N/A,0.2,2006-03-28
1150,Call of Cthulhu: Dark Corners of the Earth,Headfirst Productions,N/A,N/A,0.0,2006-04-26
1151,Blazing Angels: Squadrons of WWII,Ubisoft Romania,6.4,N/A,0.4,2006-03-23
1152,Blazing Angels: Squadrons of WWII,Ubisoft Romania,7.0,N/A,0.0,2006-03-23
1153,Monster 4X4: World Circuit,Ubisoft Montreal,N/A,N/A,0.0,2006-03-23
1154,Catz,MTO,N/A,N/A,0.2,2006-03-22
1155,Go! Sudoku,Sumo Digital,6.8,N/A,0.1,2006-03-21
1156,Go! Sudoku (JP sales),Sumo Digital,N/A,N/A,0.1,2006-03-21
1157,Tom Clancy's Splinter Cell: Essentials,Ubisoft Montreal,5.6,N/A,0.2,2006-03-21
1158,CSI: 3 Dimensions of Murder,Telltale Games,N/A,N/A,0.0,2006-03-14
1159,Tom Clancy's Rainbow Six: Critical Hour,Ubisoft Quebec,N/A,N/A,0.0,2006-03-14
1160,Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),Ubisoft Paris,N/A,N/A,0.0,2006-03-09
1161,Tom Clancy's Ghost Recon Advanced Warfighter,Ubisoft Paris,9.1,N/A,1.5,2006-03-09
1162,Tom Clancy's Ghost Recon Advanced Warfighter,Ubisoft Shanghai,N/A,N/A,0.3,2006-03-09
1165,Trollz: Hair Affair!,Powerhead Games,N/A,N/A,0.0,2005-11-01
1166,Frantix,Killer Game,5.4,N/A,0.0,2005-09-19
1167,GripShift,Sidhe Interactive,7.1,N/A,0.0,2005-09-12
1168,Tom Clancy's Rainbow Six: Lockdown,Red Storm Entertainment,N/A,N/A,0.0,2006-02-16
1169,Drakengard 2,Cavia Inc.,N/A,N/A,0.1,2006-02-14
1170,Exit,Taito Corporation,7.9,N/A,0.0,2006-02-14
1171,Tales of Eternia,Namco,8.0,N/A,0.2,2006-02-10
1172,Peter Jackson's King Kong: The Official Game of the Movie,Phoenix Games Studio,6.0,N/A,0.1,2005-12-20
1174,Battles of Prince of Persia,Ubisoft Montreal,5.6,N/A,0.1,2005-12-06
1177,Prince of Persia: Revelations,"Pipeworks Software, Inc.",6.3,N/A,0.2,2005-12-06
1178,Prince of Persia: The Two Thrones,Ubisoft Montreal,N/A,N/A,0.0,2005-12-01
1179,Prince of Persia: The Two Thrones,Ubisoft Montreal,8.7,N/A,0.1,2005-12-01
1180,Prince of Persia: The Two Thrones,Ubisoft Montreal,N/A,N/A,0.6,2005-12-01
1181,Prince of Persia: The Two Thrones,Ubisoft Montreal,N/A,N/A,0.5,2005-12-01
1183,Kong: The 8th Wonder of the World,Ubisoft Casablanca,N/A,N/A,0.4,2005-11-21
1184,Peter Jackson's King Kong: The Official Game of the Movie,Ubisoft Montpellier,7.9,N/A,0.2,2005-11-21
1185,Peter Jackson's King Kong: The Official Game of the Movie,Ubisoft Montpellier,N/A,N/A,2.0,2005-11-21
1186,Peter Jackson's King Kong: The Official Game of the Movie,Ubisoft Montpellier,8.1,N/A,0.2,2005-11-21
1187,Peter Jackson's King Kong: The Official Game of the Movie,Ubisoft Montpellier,N/A,N/A,0.5,2005-11-21
1189,Peter Jackson's King Kong: The Official Game of the Movie,Ubisoft Casablanca,N/A,N/A,0.1,2005-11-21
1190,America's Army: Rise of a Soldier,Secret Level,N/A,N/A,0.2,2005-11-17
1191,Dogz,MTO,4.1,N/A,0.6,2005-11-17
1193,Flow: Urban Dance Uprising,Artificial Mind and Movement,N/A,N/A,0.0,2005-11-15
1194,Brothers In Arms: Earned In Blood,Unknown,N/A,N/A,0.4,2005-10-28
1195,Heroes of the Pacific,IR Gurus Interactive,N/A,N/A,0.0,2005-10-25
1196,"Crouching Tiger, Hidden Dragon",Ubisoft,5.9,N/A,0.0,2005-10-09
1197,Brothers In Arms: Earned In Blood,Unknown,N/A,N/A,0.3,2005-10-07
1198,Brothers In Arms: Earned in Blood,Gearbox Software,N/A,N/A,0.0,2005-10-06
1199,Darkwatch,High Moon Studios,N/A,N/A,0.3,2005-08-16
1200,Darkwatch,High Moon Studios,N/A,N/A,0.2,2005-08-16
1201,Sniper Elite,Rebellion Developments,N/A,N/A,0.0,2005-10-18
1203,Sniper Elite,Rebellion Developments,N/A,N/A,0.1,2005-10-18
1204,Heroes of the Pacific,IR Gurus Interactive,N/A,N/A,0.2,2005-09-28
1205,Heroes of the Pacific,IR Gurus Interactive,N/A,N/A,0.1,2005-09-28
1206,Far Cry Instincts,Ubisoft Montreal,N/A,N/A,0.5,2005-09-27
1207,Lunar: Dragon Song    Read the review,Game Arts / Japan Art Media (JAM),5.9,N/A,0.1,2005-09-27
1208,Tom Clancy's Rainbow Six: Lockdown,Red Storm Entertainment,N/A,N/A,0.0,2005-09-27
1209,Myst V: End of Ages,Cyan Worlds,N/A,N/A,0.0,2005-09-19
1211,Rayman 10th Anniversary,Ubisoft,N/A,N/A,0.0,2005-09-06
1212,Tom Clancy's Rainbow Six: Lockdown,Red Storm Entertainment,N/A,N/A,0.4,2005-09-06
1213,Tom Clancy's Rainbow Six: Lockdown,Red Storm Entertainment,N/A,N/A,0.3,2005-09-06
1217,187: Ride or Die,Ubisoft Paris,N/A,N/A,0.1,2005-08-23
1218,187: Ride or Die,Ubisoft Paris,N/A,N/A,0.0,2005-08-24
1219,Tom Clancy's Ghost Recon 2: Summit Strike,Red Storm Entertainment,N/A,N/A,0.3,2005-08-02
1220,Tom Clancy's Splinter Cell: Chaos Theory,Ubisoft,N/A,N/A,0.0,2005-06-28
1221,Bomberman,Hudson Soft,N/A,N/A,0.1,2005-06-21
1224,Cold Fear,Darkworks,N/A,N/A,0.0,2005-05-17
1225,Star Wars Episode III: Revenge of the Sith,Ubisoft Montreal,N/A,N/A,0.7,2005-05-04
1226,Star Wars Episode III: Revenge of the Sith,Ubisoft Montreal,7.3,N/A,0.3,2005-05-04
1227,Tom Clancy's Splinter Cell: Pandora Tomorrow,Ubisoft Shanghai,N/A,N/A,1.2,2004-06-16
1228,Myst IV: Revelation,Ubisoft Montreal,N/A,N/A,0.0,2005-03-29
1229,Tom Clancy's Splinter Cell: Chaos Theory,Ubisoft Montreal,7.8,N/A,0.1,2005-03-29
1230,Tom Clancy's Splinter Cell: Chaos Theory,Ubisoft Montreal,N/A,N/A,0.0,2005-03-28
1231,Tom Clancy's Splinter Cell: Chaos Theory,Ubisoft Montreal,9.4,N/A,1.1,2005-03-28
1232,Tom Clancy's Splinter Cell: Chaos Theory,Ubisoft Montreal / Annecy,N/A,N/A,0.9,2005-03-28
1233,Pippa Funnell: The Stud Farm Inheritance,Lexis Numerique,N/A,N/A,0.0,2005-03-25
1234,Rayman DS,Ubisoft Montreal,5.4,N/A,0.2,2005-03-24
1235,The Bard's Tale,InXile Entertainment,N/A,N/A,0.1,2004-10-26
1236,The Bard's Tale,InXile Entertainment,N/A,N/A,0.2,2004-10-26
1237,Tom Clancy's Ghost Recon 2,Red Storm Entertainment,5.7,N/A,0.0,2005-03-15
1238,Lumines: Puzzle Fusion    Read the review,Q Entertainment,9.1,N/A,1.1,2005-03-22
1239,Brothers In Arms: Road to Hill 30,Gearbox Software,N/A,N/A,0.0,2005-03-15
1240,Rayman: Hoodlum's Revenge,Ubisoft,6.2,N/A,0.0,2005-03-15
1241,Silent Hunter III,Ubisoft Romania,N/A,N/A,0.0,2005-03-18
1242,Brothers In Arms: Road to Hill 30,Gearbox Software,N/A,N/A,0.4,2005-03-15
1243,Cold Fear,Darkworks,N/A,N/A,0.0,2005-03-15
1244,Cold Fear,Darkworks,N/A,N/A,0.1,2005-03-15
1245,Asphalt: Urban GT,Gameloft,5.0,N/A,0.5,2004-11-17
1246,Playboy: The Mansion,Cyberlore Studios,N/A,N/A,0.2,2005-01-25
1248,Playboy: The Mansion,Cyberlore Studios,N/A,N/A,0.0,2005-01-25
1249,Brothers In Arms: Road to Hill 30,Gearbox Software,N/A,N/A,0.6,2005-03-01
1250,Advance Guardian Heroes,"Treasure Co., Ltd.",7.0,N/A,0.0,2004-09-14
1251,The Settlers: Heritage of Kings,Blue Byte,N/A,N/A,0.0,2005-02-24
1252,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,Phoenix Games Studio,N/A,N/A,0.1,2005-02-08
1253,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,Phoenix Games Studio,N/A,N/A,0.0,2005-02-08
1254,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,Phoenix Games Studio,N/A,N/A,0.1,2005-02-08
1257,Tork: Prehistoric Punk,Tiwak SAS,N/A,N/A,0.0,2005-01-12
1259,CSI: Crime Scene Investigation,369 Interactive,N/A,N/A,0.1,2004-12-14
1261,Sprung - A Game Where Everyone Scores,Guillemot Inc,N/A,N/A,0.0,2004-12-08
1262,Prince of Persia: Warrior Within,Ubisoft Montreal,N/A,N/A,0.0,2004-11-30
1263,Prince of Persia: Warrior Within,Ubisoft Montreal,N/A,N/A,0.8,2004-11-30
1264,Prince of Persia: Warrior Within,Ubisoft Montreal,8.2,N/A,0.2,2004-11-30
1265,Prince of Persia: Warrior Within,Ubisoft Montreal,N/A,N/A,1.6,2004-11-30
1266,Tom Clancy's Ghost Recon 2,Red Storm Entertainment,N/A,N/A,1.0,2004-11-30
1267,Syberia II,Microids,N/A,N/A,0.0,2004-10-05
1269,Alexander,GSC Game World,N/A,N/A,0.0,2004-11-23
1270,CSI: Miami,369 Interactive,N/A,N/A,0.0,2004-11-16
1271,Tom Clancy's Classic Trilogy,Unknown,N/A,N/A,0.1,2004-11-16
1272,Tom Clancy's Ghost Recon 2,Red Storm Entertainment,N/A,N/A,1.3,2004-11-16
1274,Harvest Moon: More Friends of Mineral Town,TOSE Software,8.0,N/A,0.2,2005-07-26
1275,Chessmaster,Ubisoft,N/A,N/A,0.1,2004-10-26
1276,Pacific Fighters,Maddox Games,N/A,N/A,0.0,2004-10-26
1277,Ape Escape: Pumped & Primed,SCE Japan Studio,N/A,N/A,0.0,2004-10-20
1278,Star Ocean: Till The End of Time,tri-Ace,7.8,N/A,1.7,2004-08-31
1279,Myst IV: Revelation,Ubisoft Montreal,N/A,N/A,0.0,2004-09-28
1280,Rocky: Legends,Venom Games,N/A,N/A,0.1,2004-09-28
1281,Rocky: Legends,Unknown,N/A,N/A,0.2,2004-09-28
1283,The Dukes of Hazzard: Return of the General Lee,Ratbag,N/A,N/A,0.0,2004-09-28
1284,The Dukes of Hazzard: Return of the General Lee,Ratbag,N/A,N/A,0.2,2004-09-28
1285,Medabots: Infinity,"Imagineer Co., Ltd.",5.4,N/A,0.0,2003-12-14
1286,Star Wars Trilogy: Apprentice of the Force,LucasArts,N/A,N/A,0.4,2004-09-21
1287,Chessmaster 10th Edition,Ubisoft,N/A,N/A,0.0,2004-08-20
1290,Tom Clancy's Rainbow Six 3: Black Arrow,Ubisoft Montreal,N/A,N/A,1.1,2004-08-04
1292,Tom Clancy's Splinter Cell: Pandora Tomorrow,Ubisoft,6.7,N/A,0.0,2004-07-20
1293,Tom Clancy's Rainbow Six 3,Ubisoft Montreal / Red Storm Entertainment,6.5,N/A,0.0,2004-06-17
1294,CSI: Dark Motives,369 Interactive,N/A,N/A,0.0,2004-03-23
1295,Fatal Frame II: Crimson Butterfly,Tecmo,7.8,N/A,0.1,2003-12-10
1296,Harvest Moon: A Wonderful Life,Marvelous Interactive,8.2,N/A,0.7,2004-03-16
1297,Harvest Moon: Friends of Mineral Town,TOSE Software,7.6,N/A,0.5,2003-11-17
1298,Tom Clancy's Splinter Cell: Pandora Tomorrow,Ubisoft,N/A,N/A,0.0,2004-03-24
1299,Tom Clancy's Rainbow Six 3,Ubisoft Montreal / Red Storm Entertainment,N/A,N/A,0.8,2004-03-24
1300,Far Cry,Crytek,8.6,N/A,0.0,2004-03-23
1301,Tom Clancy's Splinter Cell: Pandora Tomorrow,Ubisoft Shanghai,9.2,9.0,1.4,2004-03-23
1302,Tom Clancy's Splinter Cell: Pandora Tomorrow,Ubisoft Shanghai,N/A,N/A,0.0,2004-03-23
1303,Tom Clancy's Ghost Recon: Jungle Storm,Red Storm Entertainment,N/A,N/A,1.1,2004-03-16
1309,Fallout Trilogy,Black Isle Studios,N/A,N/A,0.0,2009-04-30
1310,Flipnic: Ultimate Pinball,Sony Computer Entertainment,N/A,N/A,0.0,2005-07-13
1311,Beyond Good & Evil,Ubisoft Montpellier,N/A,N/A,0.0,2003-12-11
1312,Monster 4x4: Masters of Metal,Ubisoft Barcelona / Inland Productions,5.1,N/A,0.0,2003-12-10
1313,"Crouching Tiger, Hidden Dragon",Genki,N/A,N/A,0.0,2003-12-09
1315,Beyond Good & Evil,Ubisoft Montpellier,N/A,N/A,0.1,2003-12-02
1316,Prince of Persia: The Sands of Time,Ubisoft Montreal,9.0,N/A,0.0,2003-11-30
1318,Monster 4x4: Masters of Metal,Ubisoft Barcelona / Inland Productions,N/A,N/A,0.2,2003-11-25
1319,Lock On: Modern Air Combat,Eagle Dynamics,N/A,N/A,0.0,2003-11-24
1320,XIII,Ubisoft Paris,N/A,N/A,0.0,2003-11-24
1321,XIII,Southend Interactive,N/A,N/A,0.2,2003-11-24
1322,Batman: Rise of Sin Tzu,Ubisoft Montreal,N/A,N/A,0.3,2003-10-16
1324,Beyond Good & Evil,Ubisoft Montpellier,N/A,N/A,0.0,2003-11-19
1325,Mucha Lucha! Mascaritas of the Lost Code,Digital Eclipse,N/A,N/A,0.0,2003-11-18
1326,Prince of Persia: The Sands of Time,Ubisoft Montreal,9.0,N/A,0.3,2003-11-18
1327,XIII,Ubisoft Paris,N/A,N/A,0.0,2003-11-18
1328,XIII,Ubisoft Paris,N/A,N/A,0.5,2003-11-18
1329,Batman: Rise of Sin Tzu,Ubisoft Montreal,N/A,N/A,0.1,2003-10-16
1331,Prince of Persia: The Sands of Time,Ubisoft Montreal,9.0,N/A,0.9,2003-11-12
1332,Tom Clancy's Rainbow Six 3,Ubisoft Montreal / Red Storm Entertainment,N/A,N/A,1.5,2003-11-12
1333,Batman: Rise of Sin Tzu,Ubisoft Montreal,N/A,N/A,0.0,2003-11-11
1334,Beyond Good & Evil,Ubisoft Montpellier,8.3,N/A,0.3,2003-11-11
1335,Uru: Ages Beyond Myst,Cyan Worlds,N/A,N/A,0.0,2003-11-11
1336,Prince of Persia: The Sands of Time,Ubisoft Montreal,9.0,9.1,2.2,2003-11-06
1338,Prince of Persia: The Sands of Time,Ubisoft Montreal,N/A,N/A,0.1,2003-10-30
1339,Batman: Rise of Sin Tzu,Ubisoft Montreal,5.5,N/A,0.0,2003-10-27
1340,Warlords IV: Heroes of Etheria,Infinite Interactive,N/A,N/A,0.0,2003-10-21
1342,"Crouching Tiger, Hidden Dragon",Light Weight,N/A,N/A,0.1,2003-10-09
1344,TRON 2.0,Monolith Productions,N/A,N/A,0.0,2003-08-26
1346,Pirates of the Caribbean,Akella,N/A,N/A,0.2,2003-07-01
1350,Tom Clancy's Ghost Recon: Island Thunder,Red Storm Entertainment,N/A,N/A,0.8,2003-08-06
1351,Charlie's Angels,Neko Entertainment,2.5,N/A,0.0,2003-07-09
1353,Ape Escape 2,SCE Japan Studio,8.0,N/A,0.6,2003-06-30
1356,Tom Clancy's Splinter Cell,Ubisoft,N/A,N/A,0.1,2003-04-27
1357,Chessmaster,Ubisoft Romania,N/A,N/A,0.3,2003-05-28
1359,Tom and Jerry: Infurnal Escape,Cinegroupe,N/A,N/A,0.1,2003-03-14
1361,City Racer,Ubisoft,N/A,N/A,0.0,2003-04-29
1363,Tom Clancy's Splinter Cell,Ubisoft,N/A,N/A,0.2,2003-04-10
1364,Tom Clancy's Ghost Recon,Red Storm Entertainment,N/A,N/A,0.1,2003-02-09
1365,Tom Clancy's Splinter Cell,Ubisoft,N/A,N/A,2.6,2003-04-08
1366,CSI: Crime Scene Investigation,369 Interactive,N/A,N/A,0.0,2003-03-26
1368,Rayman 3: Hoodlum Havoc,Ubisoft,8.2,N/A,0.0,2003-03-24
1370,Rayman 3: Hoodlum Havoc,Ubisoft,7.3,N/A,0.0,2003-03-18
1371,Rayman 3: Hoodlum Havoc,Ubisoft,7.4,N/A,0.2,2003-03-17
1372,Tom and Jerry in War of the Whiskers,VIS Entertainment,N/A,N/A,0.2,2002-11-18
1374,Murakumo: Renegade Mech Pursuit,From Software,N/A,N/A,0.1,2003-03-05
1375,IL-2 Sturmovik: Forgotten Battles,1C: Maddox Games,N/A,N/A,0.0,2003-03-02
1376,Rayman 3: Hoodlum Havoc,Ubisoft,7.4,N/A,0.0,2003-03-02
1378,Rayman 3,Ubisoft,7.9,N/A,0.1,2003-03-02
1379,Wild ARMs 3,Media.Vision,7.6,N/A,0.6,2002-10-15
1380,Tom Clancy's Splinter Cell,Ubisoft,N/A,N/A,0.0,2003-02-19
1382,Bust-A-Move 3000,Taito Corporation,N/A,N/A,0.0,2003-02-12
1383,Disney's The Jungle Book,Visual Impact,5.0,N/A,0.1,2003-02-11
1384,Disney's Treasure Planet,Disney Interactive,6.3,N/A,0.2,2002-10-31
1385,Walt Disney's The Jungle Book: Rhythm N'Groove,Ubisoft Shanghai,N/A,N/A,0.2,2003-02-04
1387,The Sum of All Fears,Red Storm Entertainment,3.2,N/A,0.0,2003-01-09
1389,Bratz,DC Studios,N/A,N/A,0.1,2003-03-12
1390,E.T. The Extra-Terrestrial: Interplanetary Mission,Santa Cruz Games,N/A,N/A,0.0,2002-12-30
1391,Monster Jam: Maximum Destruction,Ubisoft,N/A,N/A,0.0,2002-12-29
1393,Trevor Chan's Capitalism 2,Enlight Software,N/A,N/A,0.0,2002-12-16
1394,Lunar Legend,Magic Rings,7.7,N/A,0.1,2002-12-08
1396,Tomb Raider: The Prophecy,Ubisoft Milan,N/A,N/A,0.1,2002-11-12
1398,Disney's PK: Out of the Shadows,Ubisoft,4.0,N/A,0.0,2002-12-03
1399,Evolution Worlds,Sting,6.5,N/A,0.0,2002-12-02
1400,The Elder Scrolls III: Morrowind,Bethesda Softworks,8.2,N/A,2.8,2002-06-06
1402,The Mummy,Ubisoft,N/A,N/A,0.0,2002-11-20
1403,The Sum of All Fears,Ubisoft,N/A,N/A,0.0,2002-11-19
1404,Dogz 5,PF.Magic,N/A,N/A,0.0,2002-11-18
1405,Dragon's Lair 3D: Return to the Lair,Dragonstone Software,N/A,N/A,0.0,2002-11-18
1406,Rocky,Rage Software,N/A,N/A,0.8,2002-11-18
1407,Rocky,Rage Software,N/A,N/A,0.1,2002-11-17
1408,Rocky,Steel Monkeys,7.0,N/A,0.0,2002-11-17
1410,Tom Clancy's Splinter Cell,Ubisoft,9.3,9.1,3.0,2002-11-17
1411,Pro Rally,Ubisoft,N/A,N/A,0.0,2002-11-11
1412,Tom Clancy's Ghost Recon,Red Storm Entertainment,N/A,N/A,1.9,2002-11-11
1413,Tom Clancy's Ghost Recon,Red Storm Entertainment,N/A,N/A,1.7,2002-11-11
1416,Disney's PK: Out of the Shadows,Ubisoft,N/A,N/A,0.1,2002-11-01
1417,Worms Blast,Team17 Software,N/A,N/A,0.0,2002-10-24
1419,Deathrow: Underground Team Combat,Southend Interactive,N/A,N/A,0.0,2002-10-22
1420,Conflict Zone,MASA Group,N/A,N/A,0.2,2002-10-19
1421,Mega Man Battle Network 2,Capcom,N/A,N/A,0.5,2002-06-17
1422,Mega Man Battle Network 2,Capcom,N/A,N/A,0.3,2002-10-18
1424,Disney's Lilo & Stitch,Digital Eclipse,8.0,N/A,1.0,2002-06-07
1425,Moto Racer Advance,Adeline Software,N/A,N/A,0.0,2002-12-05
1426,Wizardry: Tale of the Forsaken Land,Racjin,N/A,N/A,0.0,2001-12-19
1427,Worms World Party,Team17 Software,N/A,N/A,0.0,2002-10-29
1430,Rayman Arena,Ubisoft,6.2,N/A,0.1,2002-09-24
1431,Rayman Arena,Ubisoft,5.1,N/A,0.0,2002-09-24
1432,Rayman Arena,Ubisoft,5.0,N/A,0.0,2002-09-24
1433,Rayman Arena,Ubisoft,6.7,N/A,0.6,2002-09-24
1435,Myst III: Exile,Presto Studios,N/A,N/A,0.2,2002-09-22
1436,Myst III: Exile,Presto Studios,N/A,N/A,0.0,2002-09-22
1438,Ultimate Fighting Championship: Throwdown,Opus Studio,6.7,N/A,0.0,2002-07-29
1441,Largo Winch .// Commando Sar,Rebellion Developments,N/A,N/A,0.0,2002-02-01
1444,Sabrina The Teenage Witch: Potion Commotion,Ubisoft,N/A,N/A,0.1,2002-09-06
1445,Ultimate Fighting Championship: Throwdown,Opus Studio,N/A,N/A,0.3,2002-06-03
1447,Tiger Woods PGA Tour Golf,Rebellion Developments,N/A,N/A,0.0,2002-05-29
1448,Muppet Pinball Mayhem,Digital Eclipse,7.9,N/A,0.0,2002-05-29
1454,Breath of Fire II,Capcom,8.6,N/A,0.1,2002-04-16
1455,Dokapon: Monster Hunter,"Asmik Ace Entertainment, Inc",6.4,N/A,0.0,2001-10-30
1457,Monster Jam: Maximum Destruction,Ubisoft,N/A,N/A,0.6,2002-06-13
1458,Davis Cup Tennis,Hokus Pokus,6.4,N/A,0.0,2002-10-14
1464,The Elder Scrolls III: Morrowind,Bethesda Softworks,8.7,N/A,0.0,2002-05-01
1467,Disney's Peter Pan: Return to Never Land,Crawfish Interactive,4.0,N/A,0.1,2002-02-22
1471,Monster Jam: Maximum Destruction,UDS,N/A,N/A,0.1,2002-03-27
1475,Disney's Donald Duck: Goin' Quackers,Ubisoft Montreal,N/A,N/A,0.0,2002-03-25
1478,Chessmaster,Ubisoft,7.5,N/A,0.0,2002-08-28
1480,Ice Age,A2M,4.2,N/A,0.3,2002-03-18
1481,Tom Clancy's Rainbow Six: Rogue Spear,Ubisoft Milan,N/A,N/A,0.1,2002-03-18
1483,Grandia II,Game Arts,7.7,N/A,0.0,2002-03-10
1484,Mike Tyson Boxing,Virtuacraft,N/A,N/A,0.0,2002-03-06
1485,Destroyer Command,Ultimation Inc,N/A,N/A,0.0,2002-02-14
1486,Sunny Garcia Surfing,Krome Studios,N/A,N/A,0.0,2001-10-22
1488,Grandia II,Game Arts,7.4,N/A,0.2,2002-01-28
1489,Salt Lake 2002,DC Studios,N/A,N/A,0.0,2002-01-19
1497,Jade Cocoon 2,Genki,N/A,N/A,0.1,2001-12-17
1499,Breath of Fire,Capcom,7.8,N/A,0.2,2001-12-13
1500,Razor Freestyle Scooter,Crawfish Interactive,N/A,N/A,0.0,2001-11-14
1503,Scrabble,Runecraft,N/A,N/A,0.2,1999-10-31
1505,American Bass Challenge,Starfish,6.7,N/A,0.0,2001-12-05
1506,The Legend of Alon D'ar,Stormfront Studios,N/A,N/A,0.0,2001-12-04
1507,Planet of the Apes,Torus Games,N/A,N/A,0.0,2001-11-30
1509,Super Bust-A-Move,Taito Corporation,N/A,N/A,0.0,2001-11-27
1510,IL-2 Sturmovik,1C Maddox Games,N/A,N/A,0.0,2001-11-18
1511,Batman: Vengeance,Ubisoft Montreal,7.0,N/A,0.2,2001-11-17
1512,Disney's Tarzan Untamed,Ubisoft Montreal,N/A,N/A,0.1,2001-11-17
1513,Super Dodge Ball Advance,Atlus Co.,N/A,N/A,0.2,2001-06-10
1514,Disney's Donald Duck Advance,Ubisoft,6.5,N/A,0.0,2001-11-15
